LatitudeFrom,LatitudeTo,Heading,LongitudeFrom,LongitudeTo,Elevation,BeginChainage,EndChainage,AlligCracksSmall,AlligCracksMed,AlligCracksLarge,AlligCracksAvgWidth,AlligCracksMinWidth,AlligCracksMaxWidth,AlligCracksMinDepth,AlligCracksMaxDepth,CracksLongitudinalSmall,CracksLongitudinalMed,CracksLongitudinalAvgWidth,CracksLongitudinalLarge,CracksLongitudinalSealed,CracksLongitudinalMinWidth,CracksLongitudinalMaxWidth,CracksLongitudinalMinDepth,CracksLongitudinalMaxDepth,CracksTransverseSmall,CracksTransverseMed,CracksTransverseAvgWidth,CracksTransverseLarge,CracksTransverseSealed,CracksTransverseMinWidth,CracksTransverseMaxWidth,CracksTransverseMinDepth,CracksTransverseMaxDepth,PotholeMaxDepthHigh,PotholeMaxDepthLow,PotholeMaxDepthMed,PotholeMaxDepthDelamination,PotholeAreaAffectedLow,PotholeAreaAffectedMed,PotholeAreaAffectedHigh,PotholeAreaAffectedDelam
55.656895,55.656918,1.3280394,12.551971,12.552107,41.57467,4259.14,4269.14,,,,,,,,,,,60.09623,,0.7211001,60.09623,60.09623,0.0,0.0,,,,,,,,,,,,,,,,,
55.656918,55.656937,1.3252791,12.552125,12.552261,41.577145,4269.14,4279.14,,,,,,,,,,,57.310165,,0.28040004,57.310165,57.310165,0.0,0.0,,,,,,,,,,,,,,,,,
55.656937,55.65696,1.3319461,12.5522785,12.552416,41.579327,4279.14,4289.14,0.14906003,,,5.0675197,5.0675197,5.0675197,1.1517371,1.1517371,,0.5977682,8.0411215,,,8.0411215,8.0411215,2.151246,2.151246,,1.048655,6.7885923,,,6.7885923,6.7885923,1.149148,1.149148,,,,,,,,
55.65696,55.656982,1.333123,12.552433,12.552571,41.502213,4289.14,4299.14,,,,,,,,,,,,,,,,,,0.25902522,,21.350185,0.7289163,,3.959506,38.740864,0.80190396,9.542462,,,,,,,,
55.656982,55.657005,1.3270689,12.552587,12.552725,41.604973,4299.14,4309.14,,,,,,,,,,,77.44243,,1.6216942,77.44243,77.44243,0.0,0.0,,,,,,,,,,,,,,,,,
55.657005,55.65703,1.3211455,12.552742,12.552879,41.581432,4309.14,4319.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.65703,55.657047,1.3220649,12.5528965,12.553032,41.585274,4319.14,4329.14,,,,,,,,,,,60.724396,,5.7846622,60.47384,61.225506,0.0,0.0,,,,,,,,,,,,,,,,,
55.657047,55.65707,1.3228579,12.553049,12.553186,41.55114,4329.14,4339.14,,,,,,,,,,,61.225506,,1.708094,61.225506,61.225506,0.0,0.0,,,,,,,,,,,,,,,,,
55.657177,55.657196,1.3277205,12.553977,12.554112,41.59591,4389.14,4399.14,0.115384124,,,67.31405,67.31405,67.31405,0.0,0.0,0.13108112,,4.3459024,,,4.3459024,4.3459024,1.0639126,1.0639126,0.003999949,,2.5,,,2.5,2.5,1.3,1.3,,,,,,,,
55.6572,55.65722,1.3307085,12.554131,12.554267,41.63328,4399.14,4409.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.65722,55.65724,1.3287699,12.554284,12.554421,41.60694,4409.14,4419.14,,,,,,,,,,1.1000664,19.780163,,,19.780163,19.780163,1.0159945,1.0159945,,,,,,,,,,,,,,,,,
55.65724,55.65726,1.3300552,12.55444,12.554574,41.61068,4419.14,4429.14,,,,,,,,,,0.5031999,33.931213,0.39357898,0.76993316,19.780163,60.68802,0.0,1.0159945,,,,,,,,,,,,,,,,,
55.65726,55.657284,1.3338476,12.554591,12.5547285,41.672955,4429.14,4439.14,,,,,,,,,,0.11771444,45.829247,,1.2758924,16.111702,60.68802,0.0,15.014903,,,,,,,,,,,,,,,,,
55.658054,55.65813,0.6313578,12.556663,12.556731,41.50434,4589.14,4599.14,,,,,,,,,,,65.59016,,5.086914,65.59016,65.59016,0.0,0.0,,,,,,,,,,,,,,,,,
55.658134,55.65821,0.5783034,12.556747,12.556811,41.578144,4599.14,4609.14,,,,,,,,,,,68.79272,,3.0633695,65.59016,75.19783,0.0,0.0,,,,,,,,,,,,,,,,,
55.65821,55.658287,0.5384723,12.556828,12.556888,41.60718,4609.14,4619.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.65829,55.65837,0.5084167,12.556904,12.556957,41.59329,4619.14,4629.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.65837,55.65845,0.45045906,12.556974,12.557021,41.565765,4629.14,4639.14,,,,,,,,,,,51.15814,0.23340783,0.3606,38.51982,58.178257,0.0,0.0,,,,,,,,,,,,,,,,,
55.658455,55.65854,0.40616265,12.557037,12.557078,41.55836,4639.14,4649.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.65854,55.658623,0.36574376,12.557095,12.557128,41.555927,4649.14,4659.14,2.3273175,,,8.604961,8.604961,8.604961,3.3307643,3.3307643,,0.7010884,8.966585,,,8.966585,8.966585,1.3935524,1.3935524,,,,,,,,,,,,,,,,,
55.658623,55.65871,0.31305188,12.557144,12.55717,41.595463,4659.14,4669.14,2.203592,,,8.604961,8.604961,8.604961,3.3307643,3.3307643,,0.8926244,8.966585,,,8.966585,8.966585,1.3935524,1.3935524,,,,,,,,,,,,,,,,,
55.65871,55.6588,0.26116428,12.557186,12.557203,41.598183,4669.14,4679.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6588,55.658886,0.20650771,12.5572195,12.557229,41.647793,4679.14,4689.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.658886,55.658974,0.15759395,12.557244,12.557252,41.683823,4689.14,4699.14,0.09491606,,,6.475514,6.475514,6.475514,0.87942475,0.87942475,,4.376579,7.3655863,,,7.3655863,7.3655863,0.92651683,0.92651683,,0.9527547,15.019738,,,15.019738,15.019738,1.2811526,1.2811526,,,,,,,,
55.658974,55.659065,0.14281723,12.557268,12.557271,41.600872,4699.14,4709.14,0.8329588,0.44249988,,8.121608,7.1119046,16.44964,0.9545242,2.8305612,,0.6703802,31.860714,,0.5304472,7.3655863,80.85097,0.0,0.92651683,,,,,,,,,,,,,,,,,
55.659065,55.659157,0.10568459,12.557287,12.5572815,41.57412,4709.14,4719.14,0.31007725,0.11540415,,9.707227,7.1119046,16.44964,0.9545242,2.8305612,,,49.09158,0.06246446,,49.09158,49.09158,0.0,0.0,,0.22850724,11.986208,,,11.986208,11.986208,1.1264207,1.1264207,,,,,,,,
55.659157,55.659245,0.052368198,12.557297,12.557287,41.520287,4719.14,4729.14,,,,,,,,,,,49.09158,0.154375,,49.09158,49.09158,0.0,0.0,,,,,,,,,,,,,,,,,
55.65925,55.659336,0.04166056,12.557303,12.557295,41.415585,4729.14,4739.14,,,,,,,,,,0.28994727,25.963848,,,25.963848,25.963848,0.0,0.0,,,,,,,,,,,,,,,,,
55.659336,55.659428,0.029868413,12.55731,12.5573,41.374443,4739.14,4749.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.659428,55.659515,0.02636607,12.557316,12.557305,41.402634,4749.14,4759.14,,,,,,,,,,,58.705433,0.34983388,1.7202203,40.525116,59.96917,0.0,0.0,,,,,,,,,,,,,,,,,
55.659515,55.659607,0.028525984,12.557321,12.557311,41.431267,4759.14,4769.14,,,,,,,,,2.3669987,,49.4253,0.64484453,5.666278,4.354937,61.886536,0.0,1.0359641,,,,,,,,,,,,,,,,,
55.659607,55.659695,0.03363471,12.557326,12.557317,41.44078,4769.14,4779.14,,,,,,,,,,,,,,,,,,,0.29784223,8.119694,,,8.119694,8.119694,0.78024083,0.78024083,,,,,,,,
55.659695,55.659786,0.030749943,12.557332,12.5573225,41.47509,4779.14,4789.14,,,,,,,,,,0.4278631,18.756937,0.32050037,,6.7000685,30.813807,0.0,0.787447,,0.2880773,7.214893,,,7.214893,7.214893,0.8285287,0.8285287,,,,,,,,
55.659786,55.659874,0.035766177,12.557339,12.557329,41.504616,4789.14,4799.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.659878,55.659966,0.03262145,12.557344,12.557334,41.55041,4799.14,4809.14,,,,,,,,,,,30.220911,0.45723942,,30.220911,30.220911,0.0,0.0,,0.45627883,7.5309577,,,7.5309577,7.5309577,1.3455122,1.3455122,,,,,,,,
55.659966,55.660057,0.029334053,12.557349,12.55734,41.592693,4809.14,4819.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.660057,55.660145,0.032671973,12.557356,12.557346,41.60538,4819.14,4829.14,,,,,,,,,,0.7001794,5.729391,,,5.729391,5.729391,0.9803271,0.9803271,,,,,,,,,,,,,,,,,
55.660145,55.660236,0.03619855,12.557363,12.557354,41.59913,4829.14,4839.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.660854,55.660934,0.26981896,12.557571,12.557604,41.66806,4909.14,4919.14,,0.45738003,,6.256633,6.256633,6.256633,1.4112761,1.4112761,,0.117609695,56.315838,0.5704765,1.0004708,5.732475,84.99928,0.0,1.0343906,,3.0274978,6.620574,,,6.620574,6.620574,1.0511647,1.0511647,,,,,,,,
55.66094,55.66102,0.31313336,12.55762,12.557657,41.6756,4919.14,4929.14,,,,,,,,,,0.74731463,66.99459,,0.9336877,7.190295,84.99928,0.0,1.1295651,,,,,,,,,,,,,,,,,
55.661022,55.661102,0.3485563,12.557673,12.557715,41.69723,4929.14,4939.14,,,,,,,,,,0.105050914,18.199759,0.4738372,,7.190295,40.21869,0.0,1.1295651,,,,,,,,,,,,,,,,,
55.661106,55.661186,0.38369796,12.557733,12.557779,41.700928,4939.14,4949.14,,6.025212,,13.121258,13.121258,13.121258,4.3432236,4.3432236,,1.7601835,29.325829,,0.47377917,7.9804645,50.671196,0.0,2.0807154,,0.048106845,10.155338,,,10.155338,10.155338,2.4331813,2.4331813,,,,,,,,
55.661186,55.661266,0.42053345,12.557796,12.557849,41.65385,4949.14,4959.14,,,,,,,,,,1.717756,10.625696,,0.37716812,7.9804645,65.50163,0.0,2.623037,,0.39388022,7.7266803,,,7.7266803,7.7266803,1.1143742,1.1143742,,,,,,,,
55.661266,55.661343,0.45836985,12.557866,12.557924,41.738808,4959.14,4969.14,13.809276,,,14.148954,14.148954,14.148954,3.4461865,3.4461865,,1.965471,10.985612,,,9.492596,13.9716425,2.623037,2.9561586,,1.0880526,8.263253,,,7.7266803,9.336398,1.1143742,1.4544004,,,,,,,,
55.661346,55.66142,0.49450895,12.557941,12.558003,41.87051,4969.14,4979.14,15.319776,,,15.545201,14.148954,18.337696,3.4461865,4.282792,,3.230648,14.528764,,,13.9716425,15.643007,2.9271872,2.9561586,,0.9786833,8.841172,,,7.8507195,9.336398,1.0563927,1.4544004,,,,,,,,
55.661423,55.661495,0.5270929,12.558022,12.558087,41.999317,4979.14,4989.14,4.9931498,,,18.527594,18.337696,18.907389,4.0378613,4.282792,,2.2083611,30.73957,1.2110677,1.084255,6.1191254,88.104935,0.0,9.725737,,,,,,,,,,,,,,,,,
55.6615,55.66157,0.55684745,12.558105,12.558176,42.053234,4989.14,4999.14,0.24563475,,,108.45465,108.45465,108.45465,0.0,0.0,,2.6229105,6.379583,,,6.379583,6.379583,0.79914814,0.79914814,,,,,,,,,,,,,,,,,
55.66157,55.661644,0.5947727,12.558194,12.558268,42.094276,4999.14,5009.14,0.57607037,,,75.5169,9.641401,108.45465,0.0,1.3470309,,3.8608418,31.651337,0.25696853,2.9671297,6.379583,65.06588,0.0,0.9951637,,0.28313205,6.709288,,,6.709288,6.709288,1.138438,1.138438,,,,,,,,
55.663265,55.66332,0.8848951,12.561665,12.561767,41.917393,5289.14,5299.14,0.26053855,0.4324413,,16.868717,7.327398,35.609997,0.3584626,1.1598296,0.7637709,3.3596268,6.0036507,,,4.699068,8.47855,0.91030973,1.398267,,0.36183736,5.785936,,,5.785936,5.785936,1.0813032,1.0813032,,,,,,,,
55.66332,55.663372,0.88639605,12.561787,12.561889,41.892742,5299.14,5309.14,0.7068434,0.9342288,,20.485624,7.327398,35.609997,0.3584626,2.1308029,,4.5809984,12.026387,,1.2750785,8.47855,65.71081,0.0,1.9500275,,2.2777328,10.285677,,0.26616028,8.961806,70.28882,0.0,2.0007732,,,,,,,,
55.663376,55.66343,0.8859009,12.561909,12.562013,41.92268,5309.14,5319.14,0.8308317,0.13938129,,8.844718,7.2555456,9.608056,1.6867917,2.1308029,,1.5907731,8.993718,,,8.993718,8.993718,1.9500275,1.9500275,,,,,,,,,,,,,,,,,
55.663433,55.663486,0.88753307,12.562033,12.562138,41.856926,5319.14,5329.14,0.6391945,2.86219,,12.364111,7.5847526,48.71026,0.0,2.0311282,,3.9870684,14.697518,,,14.697518,14.697518,0.9573983,0.9573983,,0.27174947,7.3193936,,,7.3193936,7.3193936,1.1892477,1.1892477,,,,,,,,
55.66349,55.663544,0.88784075,12.562158,12.562263,41.737892,5329.14,5339.14,0.655764,2.8724518,,8.848115,8.612561,11.173746,1.9548059,3.3447526,,3.6588233,12.4716215,,,8.019829,14.697518,0.9573983,2.0397918,,0.30162826,8.276696,0.6431552,,7.3193936,33.069885,0.0,1.1892477,,,,,,,,
55.663548,55.663605,0.8840634,12.562283,12.562387,41.636005,5339.14,5349.14,1.1664056,0.62613004,,10.550081,8.877371,11.173746,1.8893954,3.3447526,,1.6102709,10.637359,1.4588394,,8.019829,47.022373,0.0,2.0397918,,0.034497593,9.591227,,,9.591227,9.591227,1.2773507,1.2773507,,,,,,,,
55.663605,55.66366,0.8812312,12.5624075,12.562508,41.621128,5349.14,5359.14,0.12013566,0.03968992,,9.331993,8.877371,9.351128,1.8893954,2.214094,,1.1331148,7.839719,,,6.449343,8.534906,1.1224638,1.6515495,,2.48223,8.549342,,,6.4655743,9.591227,1.224017,1.2773507,,,,,,,,
55.663662,55.663715,0.88432544,12.562528,12.562633,41.629627,5359.14,5369.14,2.1756678,,,9.528665,9.528665,9.528665,3.3593144,3.3593144,,2.5234191,6.678766,,,6.449343,7.1376104,1.1224638,2.1358304,,1.0377473,6.6527996,,,6.4655743,7.0272503,1.224017,1.4748609,,,,,,,,
55.66372,55.663773,0.8836261,12.562652,12.562756,41.74585,5369.14,5379.14,,,,,,,,,,1.0244164,7.0951552,,,7.0527,7.1376104,1.3586214,2.1358304,,0.24432057,9.05242,,,9.05242,9.05242,1.5868899,1.5868899,,,,,,,,
55.663776,55.66383,0.87874264,12.562775,12.562878,41.77354,5379.14,5389.14,0.80769193,,1.5291369,38.26024,9.756069,57.590584,0.0,1.8832741,,3.1322577,16.934505,2.2256384,,7.0527,47.902866,0.0,1.6566552,0.7978867,0.14730914,7.807111,,,4.703667,14.168586,0.7714166,2.03144,,,,,,,,
55.663834,55.663887,0.8757232,12.562897,12.563003,41.743317,5389.14,5399.14,0.23377202,,0.114789076,9.390731,8.660055,9.756069,1.8832741,2.281989,,4.0853944,19.335403,0.4778847,0.23340803,6.8509398,52.29525,0.0,1.8946984,,,,,,,,,,,,,,,,,
55.66389,55.663944,0.87470627,12.563023,12.563124,41.677124,5399.14,5409.14,,0.13087203,,8.111182,8.111182,8.111182,1.5667477,1.5667477,,1.7753447,7.8274064,,,6.8509398,9.780339,1.6015202,1.8946984,,0.14354034,6.585713,,,5.66425,8.428639,1.121102,1.438115,,,,,,,,
55.663944,55.664,0.8805317,12.563143,12.563248,41.55755,5409.14,5419.14,2.0012863,,,9.385068,9.141041,9.629096,1.799918,2.1476462,,4.279188,9.677435,,,9.471626,9.780339,1.6015202,1.7621272,,3.5211,8.621459,,,8.428639,9.007097,1.438115,1.4952188,,,,,,,,
55.664,55.66406,0.88157475,12.563268,12.563372,41.5936,5419.14,5429.14,0.18551403,,,10.867216,10.867216,10.867216,1.7744957,1.7744957,,2.8163912,9.182728,0.2900474,,7.3623385,39.395725,0.0,1.7621272,,0.79377437,9.007097,,,9.007097,9.007097,1.4952188,1.4952188,,,,,,,,
55.66406,55.664112,0.8792229,12.563391,12.563494,41.60683,5429.14,5439.14,0.53111213,1.1365703,,9.3242855,8.672525,9.694021,1.899573,2.0890393,0.07905506,5.1336412,8.851588,0.47380772,,4.9447646,43.897076,0.0,1.77768,,0.8587477,6.4788857,,,6.4332733,6.524498,1.3695769,1.3803755,,,,,,,,
55.664116,55.66417,0.8782392,12.563513,12.56362,41.54942,5439.14,5449.14,0.7278326,1.8547895,,7.964629,6.436104,8.672525,1.5641646,1.899573,0.05896873,1.9314517,8.863628,,,4.595015,9.146328,1.0857056,2.333577,,1.3151658,6.921272,,,6.921272,6.921272,1.4301196,1.4301196,,,,,,,,
55.664173,55.664227,0.87782085,12.563639,12.563744,41.428448,5449.14,5459.14,0.42247283,1.8821913,,7.0261807,6.436104,9.061315,1.5641646,2.5300827,,4.2231092,8.3090925,,,8.2066145,8.360331,2.333577,2.5727026,,,,,,,,,,,,,,,,,
55.66423,55.664284,0.8801858,12.563763,12.563868,41.32048,5459.14,5469.14,0.96306056,0.49620128,,8.92306,8.071129,10.03116,1.6647733,2.5300827,0.49870485,7.885823,7.7421017,,,4.9174223,8.2066145,1.0261738,2.5727026,0.09421887,0.838083,5.949399,0.07459315,,4.5239882,41.91008,0.0,1.3532083,,,,,,,,
55.664288,55.66434,0.8810773,12.563887,12.5639925,41.286648,5469.14,5479.14,1.069708,,,8.462957,8.071129,9.246614,2.0743933,2.4224184,,3.1462858,9.519798,0.66721576,,7.0947657,42.411335,0.0,1.7560177,,0.5389189,25.382109,0.43196443,,8.85414,41.91008,0.0,2.305369,,,,,,,,
55.664345,55.6644,0.88233995,12.564012,12.564116,41.270008,5479.14,5489.14,0.24206962,2.2493777,,9.13365,6.834992,10.995455,1.9337832,2.4224184,,3.8159168,7.457514,,,6.4927325,7.939904,1.4048852,1.7560177,,1.998255,8.691802,,,8.367125,8.85414,1.4316531,2.305369,,,,,,,,
55.6644,55.66445,0.8840573,12.564135,12.56424,41.277805,5489.14,5499.14,4.5928755,1.7553548,,10.864127,8.280438,20.146582,1.9337832,2.3642552,,3.598966,6.9413333,,,6.4927325,7.8385353,1.4048852,1.953208,,1.0681493,9.028458,,,8.367125,10.351125,1.4316531,3.238392,,,,,,,,
55.664455,55.66451,0.8861878,12.564259,12.564365,41.311436,5499.14,5509.14,1.9011644,0.6766855,,14.58506,8.280438,20.146582,2.2588873,2.3642552,,1.0815485,6.995969,,,5.310836,7.8385353,0.8612207,1.953208,,0.77641505,10.351125,,,10.351125,10.351125,3.238392,3.238392,,,,,,,,
55.66451,55.664566,0.8874868,12.5643835,12.564488,41.30428,5509.14,5519.14,,,,,,,,,,0.51896244,7.0430775,,,7.0430775,7.0430775,2.2887285,2.2887285,,,,,,,,,,,,,,,,,
55.664566,55.66462,0.8845643,12.564507,12.564611,41.134636,5519.14,5529.14,1.19821,,,8.903462,8.903462,8.903462,2.3269606,2.3269606,,1.2087214,17.21372,,0.42678642,9.818182,84.872856,0.0,2.3654878,,0.7579239,7.1815577,,,7.1815577,7.1815577,2.5170348,2.5170348,,,,,,,,
55.66462,55.664677,0.8872767,12.564629,12.564737,41.021603,5529.14,5539.14,1.0833678,0.21702503,,22.615242,11.282917,37.924656,0.27320132,3.9052236,,0.0904984,6.9061136,,,6.9061136,6.9061136,1.4769864,1.4769864,,1.2865648,7.304399,,,7.1815577,7.4272404,1.7389649,2.5170348,,,,,,,,
55.664677,55.664734,0.88941824,12.564755,12.564861,40.924034,5539.14,5549.14,,,,,,,,,,0.47926137,6.643503,,,6.643503,6.643503,1.2523423,1.2523423,,,,,,,,,,,,,,,,,
55.664734,55.664787,0.89356893,12.564879,12.564988,40.890526,5549.14,5559.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66479,55.664845,0.89649266,12.565005,12.565114,40.920895,5559.14,5569.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.664845,55.6649,0.8959167,12.565132,12.565242,40.94324,5569.14,5579.14,,,,,,,,,,,,,,,,,,0.2764075,,3.9819782,,,3.9819782,3.9819782,0.7671239,0.7671239,,,,,,,,
55.6649,55.664955,0.88798577,12.565258,12.565366,40.707573,5579.14,5589.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66496,55.665012,0.8807673,12.565382,12.56549,40.725155,5589.14,5599.14,,,,,,,,,2.2273831,,4.0255737,,,4.0255737,4.0255737,0.76069814,0.76069814,,,,,,,,,,,,,,,,,
55.665012,55.665066,0.88299656,12.565507,12.565611,40.89975,5599.14,5609.14,,,,,,,,,0.21414347,0.2220962,11.013669,,,4.2307034,18.573845,0.83646,15.675667,,0.07670163,19.999987,,,19.999987,19.999987,8.676528,8.676528,,,,,,,,
55.66507,55.665123,0.88484824,12.565628,12.565736,40.96536,5609.14,5619.14,,,,,,,,,,,55.572132,,0.5138789,55.572132,55.572132,0.0,0.0,,,,,,,,,,,,,,,,,
55.665123,55.66518,0.88412416,12.565754,12.56586,41.026653,5619.14,5629.14,0.32068813,,,4.376892,4.376892,4.376892,0.83111125,0.83111125,,,,,,,,,,,0.36207294,5.2423134,,,5.2423134,5.2423134,0.8304759,0.8304759,,,,,,,,
55.66518,55.665237,0.88017005,12.565878,12.565981,41.081604,5629.14,5639.14,,,,,,,,,,1.2124617,12.251027,,,12.251027,12.251027,2.0341287,2.0341287,,0.2820728,6.6369815,,,6.6369815,6.6369815,1.1407076,1.1407076,,,,,,,,
55.665237,55.665295,0.8740322,12.565999,12.566106,41.075165,5639.14,5649.14,0.30598184,,,9.737095,9.737095,9.737095,1.7911662,1.7911662,,0.47732443,12.251027,,,12.251027,12.251027,2.0341287,2.0341287,,,,,,,,,,,,,,,,,
55.665295,55.665348,0.8797114,12.566124,12.566228,41.095497,5649.14,5659.14,,,,,,,,,0.05586787,,4.689198,,,4.689198,4.689198,1.0475204,1.0475204,0.17759384,,4.384618,,,4.384618,4.384618,0.7524169,0.7524169,,,,,,,,
55.66535,55.66541,0.88410157,12.566246,12.566353,41.101616,5659.14,5669.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
